COM_CODE,UPC,DESCRIP,SIZE,CASE,NITEM
27,73692011111,GOOSE ISLAND HONKERS,6/12 O,4,9406410
27,73692011115,GOOSE ISLAND KILGUBB,6/12OZ,4,9406430
27,73692011118,GOOSE ISLAND SEASONA,6/12 O,4,9406400
27,73692011121,GOOSE ISLAND HEXNUT,6/12 O,4,9406420
27,73692011122,GOOSE ISLAND SEASONA,6/12 O,4,9406400
27,73692011125,GOOSE ISLAND BLONDE,6/12 O,4,9406440
27,74305820299,STATE STREET AMBER A,6/12 O,4,9491830
27,74305821299,STATE STREET MIDNIGH,6/12 O,4,9491840
27,74305822299,STATE STREET SPEAKEA,6/12 O,4,9491850
26,75089900001,DORTMUNDER BEER,6/12 O,4,9417080
26,75889620100,KOZEL PREMIUM CZECH,16.9 O,20,9417400
26,76227405870,MURPHY'S IRISH STOUT,4/14.9,6,9412110
26,76810940359,TENNENTS LAGER,6/11.1,4,9430400
27,78036971960,SHIPYARD EXPORT ALE,6/12OZ,4,9445010
27,78036991902,SHIPYARD GOAT ISLAND,6/12 O,4,9445040
27,78036991904,SHIPYARD BLUE FIN ST,6/12OZ,4,9445020
27,78036991907,SHIPYARD GOAT ISLAND,6/12OZ,4,9445040
27,78036991993,SHIPYARD OLD THUMPER,6/12OZ,4,9445030
27,78146821155,BLUE RIDGE-WHEAT,6/12 O,4,9445070
27,78146839357,BLUE RIDGE AMBER LAG,6/12 O,4,9445080
27,78146840193,BLUE RIDGE GOLDEN AL,6/12 O,4,9445090
27,79067200001,BEER OF AMERICA SAMP,10/12O,1,9445100
27,79709631767,OREGON BREWERY INDIA,6/12 O,4,9490550
27,79709633767,OREGON HEFEWEIZEN,6/12 O,4,9491260
27,79709634767,OREGON BREWERY NUTBR,6/12 O,4,9490540
27,79709635767,OREGON RASPBERRY WHE,6/12 O,4,9490650
27,79709636767,OREGON HONEY RED ALE,6/12 O,4,9490660
27,79709637102,OREGON BLACKBERRY PO,6/12 O,4,9492170
27,79709638102,OREGON SUMMER GOLD,6/12 O,4,9490680
